TotalItems,DistinctItems,MaxItems,Entropy,TotalSale,Frequency,CustomerCountry,MonthSale,WeekSale,MonthFrequency,WeekFrequency,Recency,MonthItems,WeekItems,MonthDistinctItems,WeekDistinctItems,EntropyMonth,EntropyWeek,CustomerLabel
6,5,6,2.322,7.92,5,United Kingdom,3.96,0.99,2.5,0.625,291,3.0,0.75,2.5,0.625,1.0,1.0,low-spending
1139,122,232,6.57,414.85,259,United Kingdom,34.571,8.297,21.583000000000002,5.18,6,94.917,22.78,16.917,5.04,1.9580000000000002,3.1210000000000004,high-spending
113,18,113,4.17,44.1,18,United Kingdom,4.9,1.192,2.0,0.486,85,12.556,3.054,2.0,0.486,1.0,1.0,low-spending
126,31,66,4.88,113.88,38,United Kingdom,11.388,2.7110000000000003,3.8,0.905,53,12.6,3.0,3.3,0.7859999999999999,0.961,0.961,medium-spending
417,120,194,6.813,289.4,151,United Kingdom,26.309,6.577000000000001,13.727,3.432,35,37.909,9.477,12.727,3.182,1.547,1.547,high-spending
213,21,104,4.282,76.49,27,United Kingdom,7.649,1.912,2.7,0.675,65,21.3,5.325,2.7,0.675,1.742,1.874,medium-spending
634,44,145,5.34,108.51,64,United Kingdom,9.043,2.17,5.332999999999999,1.28,9,52.833,12.68,4.667,1.26,2.1590000000000003,2.57,medium-spending
706,200,335,7.591,495.93,223,United Kingdom,55.103,12.716,24.778000000000002,5.718,71,78.444,18.102999999999998,23.666999999999998,5.359,1.37,0.9520000000000001,high-spending
664,75,321,6.207999999999999,142.26,78,United Kingdom,12.933,3.093,7.091,1.696,26,60.364,14.435,6.909,1.652,1.449,1.449,medium-spending
347,115,128,6.8,221.45,127,United Kingdom,20.132,4.712,11.545,2.702,15,31.545,7.382999999999999,11.0,2.596,0.823,1.883,high-spending
193,102,108,6.632000000000001,172.31,111,United Kingdom,15.665,3.6660000000000004,10.091000000000001,2.362,13,17.545,4.106,9.908999999999999,2.319,0.978,0.978,medium-spending
223,21,102,4.35,53.97,23,United Kingdom,5.397,1.3840000000000001,2.3,0.59,45,22.3,5.718,2.3,0.59,1.7180000000000002,1.935,medium-spending
222,22,222,4.459,38.94,22,United Kingdom,3.54,0.865,2.0,0.489,30,20.182000000000002,4.933,2.0,0.489,1.0,1.0,low-spending
64,5,64,2.322,7.79,5,United Kingdom,0.779,0.177,0.5,0.114,40,6.4,1.455,0.5,0.114,1.0,1.0,low-spending
2175,261,387,7.763,969.86,468,United Kingdom,80.822,19.017,39.0,9.176,1,181.25,42.647,37.0,9.157,2.803,3.603,high-spending
1346,101,435,6.499,367.51,152,Belgium,33.41,7.989,13.818,3.304,23,122.36399999999999,29.261,13.818,3.304,1.984,1.984,high-spending
4038,361,378,7.731,1614.61,1009,United Kingdom,134.55100000000002,32.292,84.083,20.18,23,336.5,80.76,66.25,19.32,3.085,3.935,high-spending
90,11,98,3.3930000000000002,29.85,13,United Kingdom,2.488,0.609,1.083,0.265,5,7.5,1.837,1.0,0.265,0.998,1.3840000000000001,low-spending
272,29,204,4.812,81.18,32,Poland,11.597000000000001,2.8989999999999996,4.571000000000001,1.143,148,38.857,9.714,4.571000000000001,1.143,0.925,0.925,medium-spending
1497,121,350,6.789,359.48,167,United Kingdom,35.948,8.559,16.7,3.9760000000000004,51,149.7,35.643,16.4,3.9760000000000004,2.7969999999999997,3.108,high-spending
638,49,105,5.29,220.64,86,United Kingdom,24.516,5.657,9.556000000000001,2.205,35,70.889,16.359,8.777999999999999,2.205,2.76,3.6260000000000003,high-spending
495,55,131,5.683,193.92,68,United Kingdom,17.629,4.126,6.182,1.4469999999999998,16,45.0,10.532,6.091,1.4469999999999998,2.221,2.391,medium-spending
240,93,152,6.482,184.58,104,United Kingdom,30.763,7.691,17.333,4.333,178,40.0,10.0,16.833,4.208,0.983,0.983,high-spending
249,27,133,4.615,95.99,35,United Kingdom,8.726,2.133,3.182,0.778,30,22.636,5.5329999999999995,3.182,0.778,1.3219999999999998,1.3619999999999999,medium-spending
343,40,279,5.1739999999999995,121.0,50,United Kingdom,12.1,2.8810000000000002,5.0,1.19,52,34.3,8.167,4.9,1.167,1.694,1.694,medium-spending
421,37,244,5.141,81.17,44,United Kingdom,10.146,2.6180000000000003,5.5,1.419,127,52.625,13.581,5.5,1.419,1.53,1.53,medium-spending
148,12,71,3.4610000000000003,45.5,18,United Kingdom,4.136,0.968,1.636,0.38299999999999995,18,13.455,3.1489999999999996,1.545,0.38299999999999995,1.4269999999999998,1.571,low-spending
76,7,76,2.807,19.52,7,United Kingdom,1.952,0.465,0.7,0.16699999999999998,54,7.6,1.81,0.7,0.16699999999999998,1.0,1.0,low-spending
754,125,164,6.792000000000001,287.04,199,United Kingdom,26.095,6.107,18.090999999999998,4.234,15,68.545,16.043,17.545,4.149,2.5269999999999997,2.61,high-spending
144,14,114,3.7739999999999996,45.24,15,United Kingdom,4.113,0.963,1.364,0.319,16,13.091,3.0639999999999996,1.364,0.319,1.544,2.0069999999999997,low-spending
102,8,66,2.918,37.5,12,United Kingdom,3.409,0.833,1.091,0.267,18,9.273,2.267,1.091,0.267,2.13,2.363,low-spending
160,20,79,4.2780000000000005,50.71,22,United Kingdom,5.071000000000001,1.237,2.2,0.537,57,16.0,3.9019999999999997,2.1,0.512,0.94,1.264,low-spending
331,103,183,6.591,263.35,124,United Kingdom,21.945999999999998,5.374,10.333,2.531,2,27.583000000000002,6.755,10.167,2.49,1.8419999999999999,1.8419999999999999,high-spending
426,135,258,7.039,306.87,146,United Kingdom,25.572,6.017,12.167,2.863,37,35.5,8.353,12.083,2.843,1.8090000000000002,1.9269999999999998,high-spending
101,12,101,3.585,27.63,12,United Kingdom,5.526,1.382,2.4,0.6,204,20.2,5.05,2.4,0.6,1.0,1.0,medium-spending
196,88,57,6.312,289.56,113,United Kingdom,24.13,5.791,9.417,2.26,69,16.333,3.92,8.917,2.14,2.195,2.195,high-spending
38,5,38,2.322,11.66,5,United Kingdom,1.06,0.248,0.455,0.106,18,3.455,0.809,0.455,0.106,1.0,1.0,low-spending
91,13,91,3.7,38.35,13,United Kingdom,5.479,1.3219999999999998,1.857,0.44799999999999995,141,13.0,3.138,1.857,0.44799999999999995,1.0,1.0,medium-spending
254,21,134,4.369,37.85,22,United Kingdom,5.407,1.305,3.1430000000000002,0.759,145,36.286,8.759,3.1430000000000002,0.759,1.56,1.56,medium-spending
530,38,107,4.963,187.26,66,United Kingdom,17.024,4.1610000000000005,6.0,1.4669999999999999,31,48.181999999999995,11.777999999999999,5.909,1.4669999999999999,3.0580000000000003,3.1010000000000004,medium-spending
559,97,192,6.535,265.42,111,United Kingdom,24.129,5.104,10.091000000000001,2.135,30,50.818000000000005,10.75,9.908999999999999,2.096,1.923,1.923,high-spending
945,111,218,6.617000000000001,329.38,204,United Kingdom,41.172,10.293,25.5,6.375,120,118.125,29.531,24.125,6.25,2.24,2.517,high-spending
779,218,225,7.593,601.16,319,United Kingdom,54.651,12.790999999999999,29.0,6.787000000000001,18,70.818,16.574,26.455,6.234,2.065,2.3080000000000003,high-spending
362,93,104,6.237,324.3,155,United Kingdom,29.482,7.37,14.091,3.523,35,32.909,8.227,12.545,3.386,2.237,2.753,high-spending
45,18,45,4.17,54.9,18,United Kingdom,27.45,10.98,9.0,3.6,307,22.5,9.0,9.0,3.6,1.0,1.0,high-spending
195,22,195,4.459,50.66,22,United Kingdom,5.629,1.369,2.444,0.595,85,21.666999999999998,5.27,2.444,0.595,1.0,1.0,medium-spending
543,69,295,6.08,187.04,73,United Kingdom,15.587,3.741,6.082999999999999,1.46,245,45.25,10.86,5.917000000000001,1.46,1.965,2.113,medium-spending
99,50,50,5.587000000000001,128.98,57,United Kingdom,32.245,9.922,14.25,4.385,251,24.75,7.615,14.25,4.385,0.96,0.96,high-spending
673,73,472,6.175,149.55,75,France,12.462,3.052,6.25,1.531,3,56.083,13.735,6.25,1.531,1.015,1.015,medium-spending
1293,73,253,6.05,161.62,114,United Kingdom,13.468,3.2319999999999998,9.5,2.28,11,107.75,25.86,9.167,2.24,2.81,3.037,medium-spending
150,14,72,3.654,49.22,21,United Kingdom,4.475,1.119,1.909,0.47700000000000004,16,13.636,3.409,1.545,0.409,1.933,2.367,low-spending
240,26,259,4.664,52.6,28,United Kingdom,6.575,1.6440000000000001,3.5,0.875,121,30.0,7.5,3.5,0.875,0.449,0.449,medium-spending
811,83,246,6.369,156.42,84,United Kingdom,14.22,3.259,7.636,1.75,11,73.727,16.896,7.636,1.75,1.9480000000000002,2.755,medium-spending
35,22,35,4.459,39.51,22,United Kingdom,7.902,2.079,4.4,1.158,209,7.0,1.8419999999999999,4.4,1.158,1.0,1.0,medium-spending
141,16,98,4.0,29.88,16,Germany,3.735,0.879,2.0,0.47100000000000003,106,17.625,4.147,2.0,0.47100000000000003,0.993,0.993,low-spending
234,30,234,4.907,76.96,30,United Kingdom,7.696000000000001,1.8319999999999999,3.0,0.7140000000000001,51,23.4,5.571000000000001,3.0,0.7140000000000001,1.0,1.0,medium-spending
48,4,48,2.0,7.25,4,United Kingdom,0.659,0.151,0.364,0.083,11,4.364,1.0,0.364,0.083,1.0,1.0,low-spending
36,4,36,2.0,8.79,4,United Kingdom,1.256,0.326,0.5710000000000001,0.14800000000000002,156,5.143,1.3330000000000002,0.5710000000000001,0.14800000000000002,1.0,1.0,low-spending
2848,152,360,6.99,500.79,288,United Kingdom,41.733000000000004,10.016,24.0,5.76,12,237.333,56.96,22.166999999999998,5.74,2.9610000000000003,3.468,high-spending
969,158,286,7.17,420.76,204,United Kingdom,46.751000000000005,11.073,22.666999999999998,5.367999999999999,76,107.667,25.5,21.333000000000002,5.3420000000000005,1.626,2.157,high-spending
77,9,78,3.17,21.7,9,United Kingdom,1.808,0.434,0.75,0.18,360,6.417000000000001,1.54,0.75,0.18,0.439,0.439,low-spending
48,4,48,2.0,4.0,4,United Kingdom,0.5,0.121,0.5,0.121,116,6.0,1.455,0.5,0.121,1.0,0.9179999999999999,low-spending
110,17,110,4.087,57.63,17,Cyprus,8.232999999999999,2.134,2.4290000000000003,0.63,153,15.714,4.074,2.4290000000000003,0.63,1.0,1.0,medium-spending
73,22,73,4.393,61.1,26,United Kingdom,61.1,30.55,26.0,13.0,330,73.0,36.5,22.0,11.0,1.0,1.0,high-spending
785,51,174,5.462000000000001,166.1,83,United Kingdom,15.1,3.6910000000000003,7.545,1.844,27,71.36399999999999,17.444000000000003,7.364,1.8219999999999998,2.263,2.311,medium-spending
364,46,230,5.5120000000000005,106.82,47,United Kingdom,8.902000000000001,2.136,3.917,0.94,25,30.333000000000002,7.28,3.917,0.94,1.242,1.703,medium-spending
528,55,374,5.718999999999999,144.43,64,Spain,14.443,3.359,6.4,1.4880000000000002,47,52.8,12.279000000000002,6.4,1.4880000000000002,1.0270000000000001,1.0270000000000001,medium-spending
1156,87,224,6.297000000000001,278.96,130,United Kingdom,27.896,6.803999999999999,13.0,3.1710000000000003,58,115.6,28.195,12.4,3.1710000000000003,2.4859999999999998,2.86,high-spending
306,78,96,6.189,235.57,92,United Kingdom,21.415,5.012,8.363999999999999,1.9569999999999999,13,27.818,6.511,8.363999999999999,1.9569999999999999,2.452,2.452,high-spending
133,15,120,3.907,37.56,15,Australia,6.26,1.445,2.5,0.5770000000000001,163,22.166999999999998,5.115,2.5,0.5770000000000001,1.0,1.0,medium-spending
47,18,47,4.17,48.57,18,United Kingdom,9.714,2.4290000000000003,3.6,0.9,202,9.4,2.35,3.6,0.9,1.0,1.0,medium-spending
1011,100,288,6.489,382.38,149,United Kingdom,31.865,7.648,12.417,2.98,17,84.25,20.22,12.083,2.9,2.066,2.094,high-spending
450,41,196,5.284,124.5,50,Australia,11.318,2.83,4.545,1.136,39,40.909,10.227,4.455,1.114,1.765,1.765,medium-spending
227,78,137,6.278,186.48,79,United Kingdom,16.953,4.053999999999999,7.182,1.7169999999999999,23,20.636,4.935,7.091,1.696,1.0,1.0,medium-spending
78,9,78,3.17,24.74,9,United Kingdom,3.092,0.728,1.125,0.265,107,9.75,2.294,1.125,0.265,1.0,1.0,low-spending
402,42,264,5.35,106.81,46,United Kingdom,21.362,5.622000000000001,9.2,2.421,215,80.4,21.158,9.2,2.421,1.291,1.291,high-spending
42,5,48,2.2359999999999998,21.45,7,Austria,3.575,0.894,1.167,0.292,179,7.0,1.75,1.167,0.292,0.544,0.544,low-spending
87,8,87,3.0,14.4,8,United Kingdom,2.4,0.5760000000000001,1.3330000000000002,0.32,170,14.5,3.48,1.3330000000000002,0.32,1.0,1.0,low-spending
16,2,16,1.0,5.0,2,United Kingdom,0.833,0.22699999999999998,0.33299999999999996,0.091,188,2.667,0.727,0.33299999999999996,0.091,1.0,1.0,low-spending
76,7,76,2.807,9.33,7,United Kingdom,1.037,0.24600000000000002,0.778,0.184,80,8.443999999999999,2.0,0.778,0.184,1.0,1.0,low-spending
209,36,133,5.17,68.96,36,United Kingdom,6.269,1.499,3.273,0.7829999999999999,25,19.0,4.543,3.273,0.7829999999999999,0.985,0.985,medium-spending
25,3,25,1.585,4.3,3,United Kingdom,2.15,0.478,1.5,0.33299999999999996,285,12.5,2.778,1.5,0.33299999999999996,1.0,1.0,low-spending
265,27,141,4.72,53.99,29,United Kingdom,6.749,1.588,3.625,0.853,92,33.125,7.794,3.625,0.853,1.2209999999999999,1.2209999999999999,medium-spending
99,70,69,6.114,150.83,72,United Kingdom,12.569,3.017,6.0,1.44,18,8.25,1.98,5.917000000000001,1.42,0.40700000000000003,0.40700000000000003,medium-spending
269,39,292,5.223,94.6,43,France,9.46,2.252,4.3,1.024,1,26.9,6.405,4.1,0.976,1.45,1.45,medium-spending
667,153,107,6.9879999999999995,604.89,337,United Kingdom,50.408,11.632,28.083000000000002,6.481,9,55.583,12.827,26.416999999999998,6.172999999999999,2.7260000000000004,2.8789999999999996,high-spending
183,22,183,4.459,45.13,22,United Kingdom,4.103,0.96,2.0,0.46799999999999997,15,16.636,3.8939999999999997,2.0,0.46799999999999997,1.0,1.0,low-spending
442,43,151,5.403,104.94,45,United Kingdom,10.494000000000002,2.499,4.5,1.071,53,44.2,10.524000000000001,4.5,1.071,2.608,2.608,medium-spending
483,139,304,7.007000000000001,301.17,180,United Kingdom,27.379,6.693,16.364,4.0,27,43.909,10.732999999999999,15.636,3.822,1.446,1.446,high-spending
268,59,134,5.797999999999999,126.15,72,United Kingdom,12.615,2.9339999999999997,7.2,1.6740000000000002,47,26.8,6.233,6.9,1.6280000000000001,1.4480000000000002,1.953,medium-spending
398,41,193,5.292999999999999,107.92,48,United Kingdom,8.993,2.158,4.0,0.96,27,33.167,7.96,3.917,0.94,1.558,1.558,medium-spending
198,86,71,6.372000000000001,190.97,95,United Kingdom,27.281,6.82,13.571,3.3930000000000002,173,28.285999999999998,7.071000000000001,12.714,3.179,1.581,1.581,high-spending
95,50,52,5.58,102.46,56,United Kingdom,12.808,3.305,7.0,1.806,125,11.875,3.065,6.25,1.6130000000000002,1.0,1.0,medium-spending
275,22,72,4.418,27.03,24,Netherlands,2.457,0.588,2.182,0.522,20,25.0,5.978,2.182,0.522,2.217,2.55,low-spending
157,18,108,4.122,52.34,20,United Kingdom,8.722999999999999,2.181,3.333,0.833,178,26.166999999999998,6.542000000000001,3.333,0.833,1.2009999999999998,1.2009999999999998,medium-spending
105,40,105,5.309,69.97,41,United Kingdom,6.361000000000001,1.521,3.727,0.8909999999999999,20,9.545,2.283,3.636,0.87,1.0,1.0,medium-spending
67,9,32,3.17,23.08,9,United Kingdom,2.0980000000000003,0.513,0.818,0.2,27,6.091,1.489,0.818,0.2,2.346,2.346,low-spending
47,8,26,3.0,20.88,8,United Kingdom,2.088,0.522,0.8,0.2,66,4.7,1.175,0.8,0.2,1.764,1.764,low-spending
645,60,128,5.794,190.56,79,United Kingdom,15.88,3.8110000000000004,6.582999999999999,1.58,26,53.75,12.9,6.582999999999999,1.58,2.9219999999999997,3.05,medium-spending
21,2,24,0.9179999999999999,6.25,3,United Kingdom,0.6940000000000001,0.16899999999999998,0.33299999999999996,0.081,40,2.333,0.568,0.222,0.081,1.6640000000000001,2.128,low-spending
190,74,89,6.172000000000001,149.94,80,United Kingdom,18.742,4.686,10.0,2.5,121,23.75,5.938,9.875,2.469,1.395,1.395,high-spending
90,25,90,4.624,60.36,26,United Kingdom,6.0360000000000005,1.4040000000000001,2.6,0.605,41,9.0,2.093,2.5,0.581,1.0,1.0,medium-spending
240,148,81,7.156000000000001,398.83,165,United Kingdom,49.854,12.463,20.625,5.156000000000001,120,30.0,7.5,19.75,4.938,1.5959999999999999,1.5959999999999999,high-spending
156,16,74,4.0,32.61,16,United Kingdom,2.718,0.6659999999999999,1.3330000000000002,0.327,1,13.0,3.1839999999999997,1.3330000000000002,0.327,0.9540000000000001,1.544,low-spending
736,73,110,5.914,278.53,105,United Kingdom,25.320999999999998,6.055,9.545,2.283,22,66.90899999999999,16.0,9.273,2.283,3.073,3.6189999999999998,high-spending
55,9,59,3.096,23.35,11,United Kingdom,2.123,0.519,1.0,0.244,30,5.0,1.222,0.818,0.2,1.0,1.0,low-spending
346,25,258,4.562,75.09,32,United Kingdom,6.257999999999999,1.5319999999999998,2.667,0.653,4,28.833000000000002,7.061,2.667,0.653,0.8490000000000001,0.8490000000000001,medium-spending
725,61,230,5.872000000000001,131.12,70,France,14.569,3.362,7.778,1.795,72,80.556,18.59,7.778,1.795,1.9809999999999999,1.9809999999999999,medium-spending
59,41,59,5.345,91.02,42,United Kingdom,11.378,2.844,5.25,1.3119999999999998,485,7.375,1.844,5.125,1.281,1.0,1.0,medium-spending
62,6,62,2.585,12.49,6,United Kingdom,1.249,0.305,0.6,0.146,58,6.2,1.5119999999999998,0.6,0.146,1.0,1.0,low-spending
60,6,60,2.585,9.24,6,Spain,1.54,0.402,1.0,0.261,181,10.0,2.609,1.0,0.261,1.0,1.0,low-spending
486,48,228,5.477,133.9,57,United Kingdom,12.173,2.575,5.182,1.0959999999999999,23,44.181999999999995,9.346,5.182,1.0959999999999999,2.146,2.146,medium-spending
605,49,112,5.417000000000001,254.27,83,United Kingdom,28.252,7.063,9.222000000000001,2.306,92,67.222,16.805999999999997,8.777999999999999,2.306,2.2640000000000002,2.6260000000000003,high-spending
524,50,196,5.607,120.59,54,United Kingdom,12.059000000000001,2.804,5.4,1.256,47,52.4,12.186,5.3,1.256,1.706,2.185,medium-spending
968,148,299,7.021,413.45,221,United Kingdom,37.586,9.187999999999999,20.090999999999998,4.9110000000000005,33,88.0,21.511,19.909000000000002,4.867,1.9880000000000002,1.9880000000000002,high-spending
257,28,76,4.75,74.28,32,Germany,6.752999999999999,1.548,2.909,0.667,11,23.364,5.354,2.909,0.667,1.359,1.9380000000000002,medium-spending
4137,714,101,9.035,4389.4,2352,United Kingdom,365.783,84.412,196.0,45.231,5,344.75,79.558,157.75,42.885,3.55,5.539,high-spending
936,215,176,7.678999999999999,583.11,244,United Kingdom,48.593,12.148,20.333,5.083,9,78.0,19.5,20.0,5.0,2.76,3.0410000000000004,high-spending
1,1,1,1.0,1.79,1,United Kingdom,0.179,0.043,0.1,0.024,20,1.0,1.0,0.1,0.024,1.79,1.79,low-spending
178,17,178,4.087,36.6,17,United Kingdom,4.067,0.963,1.889,0.447,78,19.778,4.684,1.889,0.447,1.0,1.0,low-spending
461,46,402,5.437,121.15,56,Germany,10.096,2.375,4.667,1.0979999999999999,223,38.417,9.039,4.583,1.0979999999999999,1.198,1.2590000000000001,medium-spending
2731,177,323,7.085,798.1,334,United Kingdom,66.508,15.962,27.833000000000002,6.68,6,227.583,54.62,26.5,6.6,3.41,4.187,high-spending
204,33,103,5.044,103.48,33,United Kingdom,10.347999999999999,2.524,3.3,0.805,61,20.4,4.976,3.3,0.805,0.99,0.99,medium-spending
178,44,59,5.385,100.92,54,United Kingdom,10.092,2.461,5.4,1.317,55,17.8,4.341,5.3,1.2930000000000001,1.892,1.892,medium-spending
71,9,71,3.17,24.45,9,United Kingdom,24.45,8.15,9.0,3.0,324,71.0,23.666999999999998,9.0,3.0,1.0,1.0,high-spending
10,3,12,1.585,8.56,3,United Kingdom,0.778,0.18600000000000003,0.273,0.065,23,0.909,0.217,0.273,0.065,0.764,0.764,low-spending
1391,199,240,7.5,554.75,251,Netherlands,46.229,10.877,20.916999999999998,4.922,2,115.917,27.275,20.75,4.922,3.375,4.593999999999999,high-spending
234,25,136,4.543,73.93,31,United Kingdom,8.214,1.896,3.444,0.795,74,26.0,6.0,3.0,0.795,0.978,1.3719999999999999,medium-spending
1906,117,221,6.581,602.73,234,United Kingdom,54.794,13.103,21.273000000000003,5.087,23,173.273,41.435,19.909000000000002,5.087,2.861,3.569,high-spending
42,9,42,3.122,25.32,10,United Kingdom,12.66,5.064,5.0,2.0,310,21.0,8.4,4.5,1.8,1.0,1.0,medium-spending
88,21,88,4.3919999999999995,43.88,21,United Kingdom,3.989,0.997,1.909,0.47700000000000004,39,8.0,2.0,1.909,0.47700000000000004,1.0,1.0,low-spending
320,98,129,6.574,223.45,105,United Kingdom,22.345,5.197,10.5,2.4419999999999997,45,32.0,7.442,10.4,2.419,1.453,1.6480000000000001,high-spending
161,63,63,5.832999999999999,222.97,82,United Kingdom,18.581,4.459,6.832999999999999,1.64,179,13.417,3.22,6.75,1.62,1.431,1.94,high-spending
48,25,48,4.644,59.84,25,United Kingdom,5.44,1.247,2.273,0.521,11,4.364,1.0,2.273,0.521,1.0,1.0,medium-spending
224,48,105,5.445,171.1,64,United Kingdom,24.443,5.702999999999999,9.142999999999999,2.133,138,32.0,7.4670000000000005,8.429,2.0,1.912,2.003,high-spending
561,39,186,5.102,178.24,63,Australia,16.204,3.792,5.727,1.34,16,51.0,11.936,5.364,1.34,1.8,2.333,medium-spending
170,14,115,3.722,44.86,19,United Kingdom,22.43,7.477,9.5,3.167,301,85.0,28.333000000000002,9.5,3.167,0.826,0.826,high-spending
70,7,70,2.807,7.09,7,United Kingdom,1.7719999999999998,0.473,1.75,0.467,243,17.5,4.667,1.75,0.467,1.0,1.0,low-spending
217,55,126,5.722,111.87,61,United Kingdom,12.43,2.8680000000000003,6.778,1.564,73,24.111,5.564,6.111000000000001,1.4869999999999999,1.0,0.991,medium-spending
767,64,220,5.8389999999999995,248.12,97,United Kingdom,22.555999999999997,5.279,8.818,2.064,17,69.727,16.319000000000003,8.182,2.064,2.1390000000000002,2.668,high-spending
684,91,102,6.155,369.31,155,United Kingdom,30.776,7.102,12.917,2.9810000000000003,6,57.0,13.154000000000002,12.0,2.9419999999999997,3.342,4.454,high-spending
9,6,9,2.585,3.12,6,United Kingdom,0.52,0.136,1.0,0.261,186,1.5,0.391,1.0,0.261,1.0,1.0,low-spending
1176,74,127,5.736000000000001,498.3,166,United Kingdom,41.525,10.169,13.833,3.388,1,98.0,24.0,12.333,3.347,2.949,3.755,high-spending
193,77,177,6.2410000000000005,179.08,81,United Kingdom,17.908,4.263999999999999,8.1,1.929,51,19.3,4.595,7.7,1.8330000000000002,0.204,0.204,medium-spending
6,1,6,1.0,2.95,1,United Kingdom,0.983,0.268,0.33299999999999996,0.091,265,2.0,0.545,0.33299999999999996,0.091,1.0,1.0,low-spending
193,65,193,6.006,117.9,67,United Kingdom,117.9,58.95,67.0,33.5,697,193.0,96.5,65.0,32.5,1.0,1.0,high-spending
76,11,76,3.4589999999999996,32.92,11,United Kingdom,3.292,0.784,1.1,0.262,53,7.6,1.81,1.1,0.262,1.0,1.0,low-spending
107,10,57,3.278,28.1,11,Italy,2.555,0.598,1.0,0.23399999999999999,17,9.727,2.2769999999999997,1.0,0.23399999999999999,1.0,1.0,low-spending
552,102,224,6.57,226.72,121,United Kingdom,20.611,5.038,11.0,2.6889999999999996,29,50.181999999999995,12.267000000000001,10.545,2.622,2.09,2.456,high-spending
263,39,203,5.249,94.05,42,United Kingdom,8.55,1.959,3.818,0.875,10,23.909000000000002,5.479,3.727,0.8540000000000001,0.835,0.938,medium-spending
24,2,24,1.0,1.7,2,United Kingdom,0.34,0.08900000000000001,0.4,0.105,157,4.8,1.263,0.4,0.105,0.8109999999999999,0.8109999999999999,low-spending
787,87,250,6.39,218.81,96,United Kingdom,21.881,5.0889999999999995,9.6,2.233,47,78.7,18.302,9.6,2.233,2.213,3.0,high-spending
154,15,154,3.907,16.11,15,France,2.685,0.7,2.5,0.652,181,25.666999999999998,6.696000000000001,2.5,0.652,1.0,1.0,low-spending
24,4,36,1.9180000000000001,14.3,6,United Kingdom,7.15,2.043,3.0,0.857,295,12.0,3.429,2.0,0.5710000000000001,1.0,1.0,medium-spending
315,33,164,4.985,73.58,38,United Kingdom,6.689,1.5659999999999998,3.455,0.809,19,28.636,6.702000000000001,3.455,0.809,1.18,1.18,medium-spending
100,11,100,3.4589999999999996,23.0,11,United Kingdom,2.875,0.742,1.375,0.355,129,12.5,3.2260000000000004,1.375,0.355,1.0,1.0,low-spending
24,2,24,1.0,3.75,2,United Kingdom,0.312,0.075,0.16699999999999998,0.04,358,2.0,0.48,0.16699999999999998,0.04,1.0,1.0,low-spending
218,25,199,4.593,60.84,28,United Kingdom,5.531000000000001,1.3519999999999999,2.545,0.622,30,19.817999999999998,4.843999999999999,2.545,0.622,0.871,0.871,medium-spending
619,65,188,5.971,149.06,69,United Kingdom,29.811999999999998,8.281,13.8,3.833,219,123.8,34.389,13.8,3.833,1.91,2.021,high-spending
36,5,36,2.322,13.65,5,United Kingdom,6.825,2.275,2.5,0.833,339,18.0,6.0,2.5,0.833,0.503,0.503,medium-spending
66,8,66,3.0,20.97,8,United Kingdom,2.097,0.511,0.8,0.195,61,6.6,1.61,0.8,0.195,1.0,1.0,low-spending
68,9,68,3.17,25.85,9,United Kingdom,2.35,0.539,0.818,0.188,10,6.182,1.4169999999999998,0.818,0.188,1.0,1.0,low-spending
430,106,251,6.636,272.92,126,United Kingdom,27.291999999999998,6.997999999999999,12.6,3.2310000000000003,69,43.0,11.026,12.1,3.103,1.082,1.082,high-spending
769,83,391,6.341,185.42,89,United Kingdom,15.452,3.5660000000000003,7.417000000000001,1.712,1,64.083,14.788,7.332999999999999,1.692,2.474,2.65,medium-spending
156,33,156,5.044,68.4,33,United Kingdom,7.6,1.8,3.667,0.868,78,17.333,4.105,3.667,0.868,1.0,1.0,medium-spending
66,6,66,2.585,9.5,6,United Kingdom,1.188,0.27899999999999997,0.75,0.17600000000000002,107,8.25,1.9409999999999998,0.75,0.17600000000000002,1.0,1.0,low-spending
92,49,92,5.539,136.09,57,United Kingdom,68.045,19.441,28.5,8.142999999999999,293,46.0,13.142999999999999,24.5,7.0,1.0,1.0,high-spending
219,95,156,6.517,162.24,103,United Kingdom,20.28,4.916,12.875,3.1210000000000004,115,27.375,6.636,12.5,3.03,0.986,0.986,high-spending
805,68,296,5.987,182.08,89,United Kingdom,18.208,4.552,8.9,2.225,65,80.5,20.125,8.6,2.225,1.5290000000000001,2.0269999999999997,medium-spending
2131,303,374,7.8260000000000005,1427.99,701,United Kingdom,118.999,29.143,58.417,14.306,1,177.583,43.49,47.917,13.408,3.0639999999999996,4.426,high-spending
18,4,16,2.0,15.0,4,United Kingdom,1.25,0.306,0.33299999999999996,0.08199999999999999,5,1.5,0.36700000000000005,0.33299999999999996,0.08199999999999999,0.966,1.4909999999999999,low-spending
146,37,79,5.172000000000001,57.68,40,United Kingdom,5.768,1.341,4.0,0.93,43,14.6,3.395,3.7,0.86,0.986,0.986,medium-spending
1,4,1,2.0,7.88,4,United Kingdom,0.716,0.168,0.364,0.085,18,1.0,1.0,0.364,0.085,0.5920000000000001,0.5920000000000001,low-spending
86,10,86,3.322,4.55,10,United Kingdom,1.517,0.455,3.333,1.0,273,28.666999999999998,8.6,3.333,1.0,1.0,1.0,low-spending
